RowNumber,CustomerId,Surname,credit_score,Geography,Gender,Age,loan_age_years,outstanding_loan_balance,num_bank_products,has_credit_card,online_banking_active,annual_income,churned,monthly_income,estimated_property_value,ltv_ratio,payment_to_income_ratio,risk_score,balance_per_product
5497,15642515,Arcuri,620,France,Female,42,1,0.0,2,0,1,65565.92,0,5463.826666666667,229480.72,0.0,0.0,0.16727272727272727,0.0
5498,15710421,Baresi,774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0,8485.699166666667,356399.365,0.32871074279270956,0.05752437998872417,0.17114326410715738,117152.3
5499,15726774,Field,563,France,Male,35,3,106250.72,1,0,0,39546.32,0,3295.5266666666666,138412.12,0.767640290460113,0.13433705083051975,0.4793204751144625,106250.72
5500,15649078,Christian,850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0,9233.815833333332,387820.26499999996,0.2883752864229516,0.05046567512401654,0.10165228846409045,55918.89
5501,15641877,Ross,681,France,Male,47,9,97023.21,1,1,1,2168.13,0,180.6775,7588.455,1.5,2.0,1.1729090909090907,97023.21
5502,15796496,Trevisani,631,France,Female,31,8,137687.72,1,1,0,190067.12,0,15838.926666666666,665234.9199999999,0.20697608598177622,0.036220815046810836,0.23223179758130338,137687.72
5503,15815690,Akabueze,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0,6482.4175,272261.535,0.4163221220360783,0.0728563713563137,0.31838991165408126,113348.5
5504,15631739,Dunn,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0,10637.864166666666,446790.295,0.2733044593101558,0.04782828037927727,0.2025216400886481,122109.78
5505,15625584,Martin,786,France,Male,32,2,120452.4,2,0,0,79602.86,0,6633.571666666667,278610.01,0.4323333537082892,0.07565833689895061,0.1989429617276265,60226.2
5506,15802466,Donaldson,534,France,Female,53,7,0.0,2,1,1,80619.17,0,6718.264166666667,282167.095,0.0,0.0,0.22981818181818184,0.0
5507,15697028,McClinton,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0,13362.191666666666,561212.0499999999,0.11726824112205006,0.02052194219635876,0.23042796408643174,32906.175
5508,15575759,Bentley,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1,9136.565,383735.73,0.1418381603401904,0.024821678059533316,0.2441797697017353,54428.37
5509,15567442,Ibezimako,656,France,Female,75,3,0.0,2,1,1,1276.87,0,106.40583333333332,4469.045,0.0,0.0,0.1410909090909091,0.0
5510,15746805,Thomson,597,France,Male,33,9,0.0,2,1,0,49374.82,0,4114.568333333334,172811.87,0.0,0.0,0.18400000000000002,0.0
5511,15636330,Ch'in,588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1,2631.733333333333,110532.8,1.296263009712954,0.22684602669976697,0.6474781654692708,71639.79
5512,15714970,Holbrook,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0,1713.3908333333331,71962.415,1.4430678848118146,0.25253687984206763,0.6417723384870737,103846.65
5513,15653784,Solomina,627,France,Male,37,2,125190.86,1,0,1,84584.69,0,7048.724166666667,296046.41500000004,0.42287578452858476,0.07400326229250234,0.31124553222814433,125190.86
5514,15693543,McDonald,708,France,Female,33,8,0.0,2,0,1,15246.83,0,1270.5691666666667,53363.905,0.0,0.0,0.10327272727272728,0.0
5515,15773283,Dennis,641,France,Male,65,6,38340.02,1,1,0,32607.77,1,2717.3141666666666,114127.195,0.33594114005868625,0.0587896995102701,0.27041925187068694,38340.02
5516,15742534,Faulk,527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0,12987.224166666667,545463.415,0.22696843930403654,0.0397194768782064,0.31491546576376384,61901.49
5517,15569878,Dale,592,France,Male,37,3,96651.03,1,1,1,3232.82,0,269.4016666666667,11314.87,1.5,1.4948408819544547,1.0860886282227,96651.03
5518,15729454,Gorbunov,465,France,Male,33,8,0.0,2,1,0,177668.55,0,14805.7125,621839.9249999999,0.0,0.0,0.27999999999999997,0.0
5519,15578375,Farrell,628,France,Male,39,6,0.0,2,0,0,134441.6,0,11203.466666666667,470545.60000000003,0.0,0.0,0.16145454545454546,0.0
5520,15785559,De Luca,678,France,Male,43,1,133237.21,1,1,0,111032.79,1,9252.7325,388614.76499999996,0.34285164126483975,0.05999903722134695,0.24594611263676514,133237.21
5521,15649414,Walker,570,France,Female,61,6,142105.35,1,1,1,45214.04,0,3767.8366666666666,158249.14,0.8979849748314588,0.1571473705955053,0.5201760672644529,142105.35
5522,15701605,Forster,815,France,Male,37,1,166115.42,1,1,0,67208.3,0,5600.691666666667,235229.05000000002,0.7061858218617131,0.1235825188257998,0.2743850476607993,166115.42
5523,15686696,Brown,817,France,Female,37,6,81070.34,2,1,0,80985.88,0,6748.823333333334,283450.58,0.28601225652810447,0.05005214489241828,0.12481932042615683,40535.17
5524,15625586,Monaldo,717,France,Male,35,4,0.0,1,1,1,167573.06,0,13964.421666666667,586505.71,0.0,0.0,0.09672727272727273,0.0
5525,15654975,Wu,641,France,Female,53,0,123835.52,2,0,1,160110.65,0,13342.554166666667,560387.275,0.22098203425479282,0.03867185599458875,0.2298961670748145,61917.76
5526,15782993,Pan,624,France,Male,51,10,123401.43,2,1,1,127825.25,0,10652.104166666666,447388.375,0.27582618792900016,0.04826958288757503,0.26159236760860893,61700.715
5527,15774382,Longo,579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0,10294.5875,432372.675,0.3917391634427407,0.06855435360247962,0.3351789642044752,169377.31
5528,15689602,Findlay,698,France,Male,38,2,130015.24,1,1,1,41595.3,0,3466.275,145583.55000000002,0.8930627120989973,0.15628597461732457,0.42535006056035113,130015.24
5529,15756155,Fu,645,France,Male,32,4,0.0,2,0,1,97628.08,0,8135.673333333333,341698.28,0.0,0.0,0.1490909090909091,0.0
5530,15812647,Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79,0,7613.315833333333,319759.26499999996,0.4188652360080951,0.07330141630141665,0.2632863593292172,66968.02
5531,15736043,Hamilton,638,France,Male,34,6,114543.27,1,1,1,97755.29,0,8146.274166666666,342143.51499999996,0.3347813562972252,0.05858673735201441,0.27219224627659006,114543.27
5532,15696744,Miller,705,France,Female,31,3,119794.67,1,0,0,182528.44,0,15210.703333333333,638849.54,0.1875162499138686,0.03281534373492701,0.17155402354918414,119794.67
5533,15602572,Hsing,720,France,Male,33,9,0.0,2,1,1,142956.48,0,11913.04,500347.68000000005,0.0,0.0,0.09454545454545454,0.0
5534,15674765,Mitchell,553,Spain,Male,44,4,0.0,1,1,0,10789.3,0,899.1083333333332,37762.549999999996,0.0,0.0,0.21600000000000003,0.0
5535,15678725,Chamberlin,658,France,Female,29,8,0.0,2,0,1,130461.09,0,10871.7575,456613.815,0.0,0.0,0.13963636363636364,0.0
5536,15694444,Buttenshaw,648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1,15916.206666666667,668480.68,0.23506885793617846,0.04113705013883123,0.2297708633315938,52379.66333333333
5537,15795878,Anayochukwu,636,Spain,Male,45,3,0.0,2,1,1,159463.8,0,13288.65,558123.2999999999,0.0,0.0,0.15563636363636366,0.0
5538,15735346,Wallace,527,Germany,Female,41,10,136733.24,1,1,1,57589.29,0,4799.1075,201562.515,0.6783664115324219,0.11871412201817387,0.4740332509742696,136733.24
5539,15687094,Calabresi,717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0,3369.8058333333333,141531.845,0.5828945422141568,0.10200654488747744,0.302197598857763,41249.07
5540,15790067,Sun,614,Spain,Male,39,3,151914.93,1,0,0,56459.45,0,4704.954166666666,197608.07499999998,0.7687688370022329,0.13453454647539076,0.44262737867965074,151914.93
5541,15605742,Tuan,737,France,Male,43,0,80090.93,1,1,0,39920.0,1,3326.6666666666665,139720.0,0.5732245204695104,0.10031429108216433,0.2842434616473206,80090.93
5542,15566740,Nazarova,587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0,12399.870833333334,520794.57500000007,0.16079145985727672,0.028138505475023428,0.24795171687241735,83739.32
5543,15664897,Bryant,682,France,Female,35,2,181166.44,1,1,1,63737.19,1,5311.4325,223080.165,0.8121136184384659,0.14211988322673152,0.4084518686813774,181166.44
5544,15585777,Pai,710,France,Male,38,3,130588.82,1,1,1,154997.64,0,12916.470000000001,542491.74,0.24072038405598584,0.042126067209797516,0.18667211719791682,130588.82
5545,15650864,Power,507,France,Male,42,6,0.0,2,1,0,34777.23,0,2898.1025000000004,121720.30500000001,0.0,0.0,0.24945454545454548,0.0
5546,15806709,Hao,609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0,7809.846666666667,328013.56,0.2869596915444593,0.050217946020280374,0.2764260185421492,94126.67
5547,15633818,McMillan,786,France,Male,32,9,0.0,2,1,0,133112.41,0,11092.700833333334,465893.435,0.0,0.0,0.04654545454545455,0.0
5548,15713845,Merrett,688,France,Male,38,7,148045.68,1,1,0,175479.92,1,14623.326666666668,614179.7200000001,0.24104618758821925,0.042183082827938374,0.20278696294302911,148045.68
5549,15639662,Phillips,710,France,Male,38,2,0.0,2,1,0,96.27,0,8.022499999999999,336.945,0.0,0.0,0.10181818181818181,0.0
5550,15567013,De Luca,779,Spain,Male,33,3,0.0,2,1,0,30804.68,0,2567.056666666667,107816.38,0.0,0.0,0.05163636363636364,0.0
5551,15777784,Tu,733,France,Female,44,6,168165.84,1,0,1,197193.49,0,16432.790833333333,690177.215,0.2436560297053562,0.04263980519843733,0.17097965956204716,168165.84
5552,15800251,Elder,583,Germany,Female,26,10,72835.56,2,1,0,96792.15,0,8066.0125,338772.52499999997,0.2149984270418624,0.03762472473232592,0.2699687637140747,36417.78
5553,15651315,Dilke,627,France,Male,41,3,0.0,2,1,0,132719.8,0,11059.983333333332,464519.29999999993,0.0,0.0,0.1621818181818182,0.0
5554,15651450,Panicucci,666,Germany,Male,31,3,123212.08,2,1,1,112157.31,0,9346.4425,392550.58499999996,0.31387567541136135,0.05492824319698824,0.24445935740068667,61606.04
5555,15784218,Mason,620,Spain,Male,38,0,0.0,2,1,1,38015.34,0,3167.9449999999997,133053.69,0.0,0.0,0.16727272727272727,0.0
5556,15572398,Townsend,614,Spain,Female,39,6,0.0,2,1,1,164018.98,0,13668.248333333335,574066.43,0.0,0.0,0.17163636363636364,0.0
5557,15707962,Gunson,606,France,Male,40,6,119501.88,2,1,0,46774.94,0,3897.911666666667,163712.29,0.7299505736557713,0.12774135038976,0.4347621226682048,59750.94
5558,15705663,Milano,700,Germany,Female,39,5,144550.83,2,1,1,189664.43,0,15805.369166666665,663825.505,0.2177542575740593,0.03810699507546038,0.18584928488576496,72275.415
5559,15645355,Macleod,677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1,2175.5325,91372.36499999999,1.3869555636433402,0.24271722363758455,0.6147200180024592,126729.41
5560,15729557,Olisaemeka,850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1,15961.259166666665,670372.885,0.1789810905015945,0.03132169083777905,0.06309083440181205,119984.07
5561,15631436,Gleeson,564,France,Male,35,4,0.0,1,1,0,158937.55,0,13244.795833333332,556281.4249999999,0.0,0.0,0.20800000000000002,0.0
5562,15583073,Martin,771,Spain,Female,56,2,0.0,1,1,1,25222.6,1,2101.883333333333,88279.09999999999,0.0,0.0,0.05745454545454546,0.0
5563,15614361,Liao,620,Spain,Male,42,9,121490.05,1,1,1,29296.74,0,2441.395,102538.59000000001,1.1848227091868533,0.20734397410769936,0.5849227322610931,121490.05
5564,15724684,Sung,610,Spain,Male,46,5,91897.8,1,1,0,54394.28,0,4532.856666666667,190379.97999999998,0.4827072678545297,0.0844737718745427,0.34469976646417627,91897.8
5565,15700083,Lai,609,Spain,Male,39,2,139443.75,2,1,0,9234.06,0,769.505,32319.21,1.5,0.7550511367697416,0.8517880683036496,69721.875
5566,15636541,Cartwright,683,Germany,Male,35,5,144961.97,1,0,1,26796.73,0,2233.0608333333334,93788.555,1.5,0.2704844397058895,0.6525998773663123,144961.97
5567,15796015,Wu,633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0,983.0741666666667,41289.115,1.5,0.5342129154378824,0.7680820564495465,126041.02
5568,15787222,Ch'in,676,Germany,Male,28,1,69459.05,2,1,1,128461.29,0,10705.1075,449614.51499999996,0.1544857821149302,0.027035011870112778,0.18100169274096742,34729.525
5569,15594270,Biryukov,693,France,Male,38,7,198338.77,2,1,1,14278.18,0,1189.8483333333334,49973.630000000005,1.5,0.6945520017257102,0.7725474186995311,99169.385
5570,15701524,Ting,709,France,Male,36,0,0.0,2,1,0,46811.77,0,3900.980833333333,163841.19499999998,0.0,0.0,0.10254545454545455,0.0
5571,15645847,P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1,9116.099166666667,382876.16500000004,0.2852009865905338,0.04991017265334342,0.3048969841367995,36398.886666666665
5572,15708867,Niu,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1,330.5416666666667,13882.75,1.5,1.6912706416235976,1.078108465214352,44722.833333333336
5573,15613140,Mellor,565,France,Male,34,6,0.0,1,1,1,63173.64,0,5264.47,221107.74,0.0,0.0,0.20727272727272728,0.0
5574,15628893,Power,681,France,Male,29,8,0.0,1,1,0,66367.33,0,5530.610833333333,232285.655,0.0,0.0,0.12290909090909091,0.0
5575,15764073,Arcuri,503,Spain,Female,36,9,0.0,2,1,1,16274.67,0,1356.2225,56961.345,0.0,0.0,0.25236363636363635,0.0
5576,15782879,Lang,656,France,Male,40,2,0.0,2,1,1,180553.48,0,15046.123333333335,631937.18,0.0,0.0,0.1410909090909091,0.0
5577,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1,8963.596666666666,376471.06,0.3190163142951812,0.055827855001656705,0.3189987053345059,120100.41
5578,15726087,Ch'in,592,France,Female,62,5,0.0,1,1,1,100941.57,0,8411.7975,353295.495,0.0,0.0,0.18763636363636366,0.0
5579,15726313,Napolitani,687,Spain,Female,50,5,0.0,2,1,0,110230.4,0,9185.866666666667,385806.39999999997,0.0,0.0,0.11854545454545456,0.0
5580,15578073,Barker,686,Spain,Male,22,8,0.0,2,0,0,142331.85,0,11860.987500000001,498161.47500000003,0.0,0.0,0.11927272727272727,0.0
5581,15786249,Whitfield,616,Spain,Male,30,2,0.0,2,1,0,199099.51,0,16591.625833333335,696848.285,0.0,0.0,0.1701818181818182,0.0
5582,15812850,Stradford,494,Spain,Male,67,5,0.0,2,1,1,85890.16,0,7157.513333333333,300615.56,0.0,0.0,0.2589090909090909,0.0
5583,15596972,Brownlow,534,France,Male,38,3,0.0,1,0,0,143938.27,0,11994.855833333333,503783.94499999995,0.0,0.0,0.22981818181818184,0.0
5584,15620579,Dunn,695,Spain,Female,31,8,0.0,2,0,1,131644.41,0,10970.3675,460755.435,0.0,0.0,0.11272727272727273,0.0
5585,15768270,DeRose,579,Spain,Female,31,9,0.0,2,1,0,112395.98,0,9366.331666666667,393385.93,0.0,0.0,0.1970909090909091,0.0
5586,15656597,Wang,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0,5988.025000000001,251497.05000000002,0.5390114913872747,0.09432701099277306,0.4940015507140143,67779.9
5587,15699446,Hobbs,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0,2980.903333333333,125197.93999999999,1.2009410857718588,0.21016469001007526,0.4480590054618529,75177.675
5588,15615004,Anderson,730,France,Female,37,1,0.0,2,1,1,124364.63,0,10363.719166666668,435276.205,0.0,0.0,0.08727272727272728,0.0
5589,15704771,Ugochukwu,593,France,Female,35,6,133489.12,2,1,1,78101.29,0,6508.440833333333,273354.51499999996,0.48833698612953225,0.08545897257266813,0.359047878519751,66744.56
5590,15588372,Kirsova,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1,11924.707499999999,500837.71499999997,0.2106257313309562,0.03685950298291733,0.17242738847598027,105489.31
5591,15681439,Tsou,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0,1172.7591666666667,49255.885,1.2222945542446348,0.2139015469928111,0.48540428491668836,30102.6
5592,15607509,Ozerova,539,France,Male,38,5,0.0,2,1,0,47388.41,0,3949.034166666667,165859.435,0.0,0.0,0.22618181818181818,0.0
5593,15670343,Li,576,Spain,Male,19,6,0.0,2,0,0,72306.07,0,6025.505833333334,253071.24500000002,0.0,0.0,0.19927272727272727,0.0
5594,15597968,Fyans,617,Spain,Male,50,7,0.0,1,1,0,184839.7,1,15403.308333333334,646938.9500000001,0.0,0.0,0.16945454545454547,0.0
5595,15658432,Freeman,688,France,Male,40,6,0.0,1,1,1,47886.44,0,3990.536666666667,167602.54,0.0,0.0,0.11781818181818182,0.0
5596,15616431,Chiu,608,France,Male,33,4,0.0,1,0,1,130474.03,0,10872.835833333333,456659.105,0.0,0.0,0.17600000000000002,0.0
5597,15796957,Iadanza,597,Spain,Male,35,9,0.0,3,0,1,73181.39,1,6098.449166666666,256134.865,0.0,0.0,0.18400000000000002,0.0
5598,15815552,Ferguson,670,France,Female,42,6,112333.63,1,1,1,65706.86,0,5475.571666666667,229974.01,0.48846228319452273,0.08548089955904148,0.3030920457351602,112333.63
5599,15631871,Kelly,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0,8698.28,365327.76,0.320087392209122,0.05601529363659635,0.2830126239355337,116936.81
5600,15635870,She,579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1,16012.219166666668,672513.2050000001,0.17504640670959018,0.030633121174178282,0.25879476745603963,117721.02
5601,15596713,Christie,786,France,Male,37,7,165896.22,2,1,1,66977.68,0,5581.473333333332,234421.87999999998,0.7076823204386895,0.12384440607677066,0.2960034725000926,82948.11
5602,15684211,Creel,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0,13228.5675,555599.835,0.27656028731542015,0.04839805028019852,0.2036693194605038,153656.85
5603,15760521,Thompson,796,France,Female,50,1,94164.0,1,1,1,189414.74,0,15784.561666666666,662951.59,0.14203752041683768,0.02485656607294659,0.08934095321966255,94164.0
5604,15608408,Lazareva,598,Spain,Male,39,1,0.0,2,1,0,159130.32,0,13260.86,556956.12,0.0,0.0,0.18327272727272728,0.0
5605,15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,0,8136.683333333333,341740.7,0.5612697872977963,0.09822221277711436,0.3782112363861096,191808.73
5606,15730272,Evseev,619,France,Male,58,5,152199.33,1,1,1,86022.09,0,7168.5075,301077.315,0.5055157676027501,0.08846525933048127,0.3461943080799694,152199.33
5607,15741988,Marino,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1,834.56,35051.52,1.5,0.6260596402096116,0.8981815284265198,125396.24
5608,15771728,Mackenzie,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0,1448.6841666666667,60844.735,1.5,0.3002884226548114,0.6920865267964434,34801.846666666665
5609,15605113,Sutherland,518,France,Female,27,1,133801.49,1,1,1,143315.57,0,11942.964166666667,501604.495,0.2667469915715169,0.04668072352501546,0.3354828599835052,133801.49
5610,15661945,Nicolay,623,Spain,Female,40,4,0.0,3,1,0,31669.18,0,2639.0983333333334,110842.13,0.0,0.0,0.1650909090909091,0.0
5611,15783816,Lori,733,France,Female,28,5,0.0,2,0,0,12761.16,0,1063.43,44664.06,0.0,0.0,0.0850909090909091,0.0
5612,15721207,Piazza,625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0,7785.829166666666,327004.825,0.3059506232056362,0.05354135906098634,0.2714839583163504,100047.33
5613,15764072,Somerville,759,France,Female,31,1,109848.6,1,1,1,42012.55,0,3501.0458333333336,147043.92500000002,0.7470461632467985,0.13073307856818975,0.32951559072631464,109848.6
5614,15689412,Christie,604,France,Female,32,7,127849.38,1,1,0,15798.7,0,1316.5583333333334,55295.450000000004,1.5,0.40461993708343097,0.7502950720341202,127849.38
5615,15798385,Grave,512,Spain,Female,46,3,0.0,2,1,1,56408.14,0,4700.678333333333,197428.49,0.0,0.0,0.24581818181818182,0.0
5616,15775339,Lori,520,France,Female,29,8,95947.76,1,1,0,4696.44,0,391.36999999999995,16437.539999999997,1.5,1.0214945788725078,0.9964483736617522,95947.76
5617,15585256,Iloerika,805,Spain,Male,26,2,0.0,2,1,1,25042.1,0,2086.8416666666667,87647.34999999999,0.0,0.0,0.03272727272727273,0.0
5618,15797329,Muir,626,France,Male,43,4,137638.69,1,1,0,130442.08,1,10870.173333333334,456547.28,0.3014774066773544,0.05275854616853702,0.2691798767628583,137638.69
5619,15780220,Pauley,656,France,Male,38,10,0.0,1,1,1,136521.82,0,11376.818333333335,477826.37,0.0,0.0,0.1410909090909091,0.0
5620,15648951,Kao,785,Spain,Male,41,7,0.0,2,1,1,199108.88,0,16592.406666666666,696881.0800000001,0.0,0.0,0.04727272727272727,0.0
5621,15752409,Grant,553,France,Male,31,6,0.0,2,0,0,124596.63,0,10383.0525,436088.205,0.0,0.0,0.21600000000000003,0.0
5622,15807524,Chukwuma,569,France,Female,44,4,0.0,2,0,0,134394.78,0,11199.565,470381.73,0.0,0.0,0.20436363636363636,0.0
5623,15766649,Vincent,670,France,Male,38,10,89416.99,1,0,0,144275.39,0,12022.949166666667,504963.86500000005,0.1770760171126304,0.030988302994710327,0.19332838694129312,89416.99
5624,15696812,Lazareva,586,Spain,Male,42,6,0.0,2,1,1,123410.23,0,10284.185833333333,431935.805,0.0,0.0,0.192,0.0
5625,15581295,Ch'ien,617,Spain,Female,45,1,0.0,1,1,0,143298.06,0,11941.505,501543.20999999996,0.0,0.0,0.16945454545454547,0.0
5626,15663234,Bishop,508,France,Female,60,7,143262.04,1,1,1,129562.74,0,10796.895,453469.59,0.3159242497385547,0.05528674370424708,0.36009057076011325,143262.04
5627,15741417,Chibuzo,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0,382.92083333333335,16082.675000000001,1.5,1.3020146679579112,1.0049680367510097,59828.225
5628,15695174,Chang,654,France,Male,29,4,132954.64,1,1,1,146715.07,0,12226.255833333335,513502.745,0.25891709692807974,0.045310491962413955,0.23381373121260265,132954.64
5629,15665168,Calabrese,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0,13629.863333333333,572454.26,0.18378184485866172,0.0321618228502658,0.18769219122176917,52603.35
5630,15601503,Tokaryev,578,Spain,Male,28,4,0.0,2,0,0,6947.09,0,578.9241666666667,24314.815000000002,0.0,0.0,0.19781818181818184,0.0
5631,15706131,Logan,621,Spain,Female,37,9,83061.26,2,1,0,9170.54,0,764.2116666666667,32096.890000000003,1.5,0.45287005999646696,0.7524064725443946,41530.63
5632,15782758,Ozerova,632,France,Male,40,5,147650.68,1,1,1,199674.83,0,16639.569166666664,698861.9049999999,0.21127304113106582,0.03697278219793652,0.23301920154415523,147650.68
5633,15591091,Goering,644,France,Male,44,5,73348.56,1,1,0,157166.79,1,13097.2325,550083.765,0.13334071039162554,0.023334624318534468,0.19682078223122984,73348.56
5634,15715877,Lo,821,France,Male,28,2,0.0,2,1,0,46072.52,0,3839.3766666666666,161253.81999999998,0.0,0.0,0.02109090909090909,0.0
5635,15756918,Simmons,754,France,Female,38,2,0.0,2,0,0,3524.69,0,293.7241666666667,12336.415,0.0,0.0,0.06981818181818182,0.0
5636,15746662,Maduabuchim,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0,3796.9950000000003,159473.79,0.7294031200989203,0.12764554601731104,0.46220550892577855,116320.68
5637,15626679,Linger,584,France,Male,33,3,0.0,2,0,1,59103.13,0,4925.260833333333,206860.955,0.0,0.0,0.19345454545454546,0.0
5638,15793343,Yeh,549,France,Female,29,8,0.0,2,1,1,189558.44,0,15796.536666666667,663454.54,0.0,0.0,0.21890909090909091,0.0
5639,15576774,Stevenson,729,France,Female,38,7,0.0,2,0,0,45779.9,0,3814.991666666667,160229.65,0.0,0.0,0.08800000000000001,0.0
5640,15801316,Ifeatu,523,France,Male,61,8,66250.71,1,1,1,21859.06,0,1821.5883333333334,76506.71,0.8659463986884288,0.15154061977047506,0.543064287355853,66250.71
5641,15800514,Kenechukwu,477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1,13558.308333333334,569448.9500000001,0.16801439356416406,0.029402518873728713,0.3304978010040951,47837.81
5642,15662232,Learmonth,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0,713.9316666666667,29985.13,1.5,0.5405316568579158,0.739432224330102,46308.32
5643,15737778,Dickson,782,Spain,Female,41,4,0.0,1,1,0,132943.88,0,11078.656666666668,465303.58,0.0,0.0,0.04945454545454546,0.0
5644,15782096,Volkova,616,Spain,Female,36,6,0.0,1,1,1,12916.32,1,1076.36,45207.119999999995,0.0,0.0,0.1701818181818182,0.0
5645,15783522,Mitchell,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0,10733.321666666667,450799.51,0.22308351666132023,0.03903961541573105,0.16009148507766083,100565.94
5646,15785373,Wong,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1,8278.983333333334,347717.3,0.5473002925077355,0.09577755118885371,0.28965062583624945,190305.78
5647,15756272,James,526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1,3415.0725,143433.045,0.826423227646042,0.14462406483805734,0.5269505513815934,118536.4
5648,15615245,Shao,660,France,Male,19,5,127649.64,1,1,1,40368.65,0,3364.054166666667,141290.275,0.9034566604106334,0.15810491557186085,0.4566502909765665,127649.64
5649,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0,7894.878333333333,331584.88999999996,0.4986921147100521,0.08727112007425912,0.41215260679892973,165358.77
5650,15752956,Stanley,629,Spain,Male,29,6,0.0,2,1,1,88842.8,0,7403.566666666667,310949.8,0.0,0.0,0.16072727272727272,0.0
5651,15644882,Watson,616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0,11411.2425,479272.185,0.16326741348446916,0.028571797359782103,0.2277335814350936,78249.53
5652,15766272,Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0,9113.044166666667,382747.855,0.32709251891169977,0.05724119080954746,0.35457284018910146,125193.96
5653,15800620,Fitzgerald,691,France,Female,29,9,0.0,2,0,0,199635.93,0,16636.3275,698725.755,0.0,0.0,0.11563636363636363,0.0
5654,15569764,Garner,687,Germany,Female,41,2,154007.21,1,1,0,158408.23,0,13200.685833333335,554428.805,0.2777763503828052,0.048610861316990904,0.21646161805539338,154007.21
5655,15747458,Folliero,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0,7994.736666666667,335778.94,0.3967338749714321,0.06942842812000062,0.2656668727456116,66607.44
5656,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,10557.4025,443410.905,0.3297233522030767,0.05770158663553843,0.22895475437885723,146202.93
5657,15736769,Lucchesi,663,France,Female,27,9,0.0,2,1,0,150850.29,0,12570.8575,527976.015,0.0,0.0,0.136,0.0
5658,15763381,Chan,496,France,Male,30,0,90963.49,1,0,1,27802.0,0,2316.8333333333335,97307.0,0.9348093148488804,0.16359163009855404,0.5869748289387758,90963.49
5659,15814430,Ma,747,Spain,Male,41,9,0.0,1,1,0,32430.94,1,2702.5783333333334,113508.29,0.0,0.0,0.07490909090909091,0.0
5660,15638607,Nwabugwu,546,France,Female,52,2,0.0,1,1,0,137332.37,1,11444.364166666666,480663.295,0.0,0.0,0.22109090909090912,0.0
5661,15737133,P'eng,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0,2383.4733333333334,100105.88,1.1426586530181844,0.1999652642781823,0.5075144479161827,114386.85
5662,15613945,Andrews,472,France,Female,26,5,0.0,2,1,0,108411.66,0,9034.305,379440.81,0.0,0.0,0.27490909090909094,0.0
5663,15659937,Otutodilinna,703,France,Female,40,7,0.0,2,0,1,122518.5,0,10209.875,428814.75,0.0,0.0,0.10690909090909091,0.0
5664,15765287,Grant,850,France,Female,38,2,0.0,2,1,0,9015.07,0,751.2558333333333,31552.745,0.0,0.0,0.0,0.0
